User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Device
1698,Standard,12,2022-09-18,2023-07-06,Mexico,29,Tablet
813,Standard,10,2022-06-11,2023-06-28,Mexico,50,Smartphone
1142,Basic,13,2022-08-21,2023-07-04,Brazil,47,Laptop
979,Standard,15,2022-10-08,2023-07-01,Spain,45,Smartphone
1897,Basic,11,2022-11-04,2023-07-06,Spain,49,Smartphone
632,Basic,13,2022-09-23,2023-07-01,Brazil,39,Smartphone
63,Standard,12,2022-02-23,2023-06-27,UnitedKingdom,41,SmartTV
1374,Standard,14,2022-06-27,2023-07-07,Canada,33,SmartTV
60,Basic,10,2023-06-14,2023-06-22,Italy,42,Tablet
1619,Standard,14,2022-11-04,2023-07-07,Australia,51,Laptop
2024,Premium,13,2022-10-11,2023-07-11,Australia,46,Laptop
1007,Basic,12,2022-07-17,2023-06-30,Brazil,35,SmartTV
2135,Basic,15,2022-07-19,2023-07-09,Italy,31,Smartphone
111,Premium,14,2022-07-14,2023-06-27,UnitedStates,40,Tablet
1652,Premium,11,2022-06-29,2023-07-08,Brazil,38,Tablet
833,Basic,13,2022-09-17,2023-06-29,UnitedStates,29,Smartphone
1523,Standard,13,2022-08-14,2023-07-05,UnitedStates,38,SmartTV
268,Standard,13,2022-10-16,2023-06-28,Mexico,34,SmartTV
1034,Premium,11,2022-08-12,2023-07-03,Australia,40,Tablet
651,Premium,13,2022-08-15,2023-06-29,Spain,31,Tablet
410,Basic,15,2022-09-02,2023-06-25,Italy,37,SmartTV
2191,Premium,12,2022-09-29,2023-07-10,France,30,Smartphone
1936,Premium,13,2022-07-15,2023-07-10,France,36,Laptop
580,Basic,14,2022-08-09,2023-06-29,UnitedStates,46,Tablet
1190,Basic,15,2022-10-12,2023-07-04,Italy,32,Laptop
413,Standard,13,2022-08-24,2023-06-26,UnitedKingdom,41,Smartphone
145,Basic,11,2022-05-05,2023-06-26,Germany,35,Laptop
31,Premium,15,2023-02-03,2023-06-22,UnitedStates,28,SmartTV
179,Premium,10,2022-12-03,2023-06-26,Spain,30,Tablet
1037,Basic,10,2022-08-29,2023-06-30,Brazil,37,Tablet
1533,Standard,10,2022-09-30,2023-07-03,Mexico,37,Tablet
692,Basic,15,2022-08-31,2023-06-30,Brazil,36,Tablet
1830,Basic,12,2022-11-07,2023-07-08,Germany,27,Smartphone
294,Premium,10,2022-10-15,2023-06-29,Australia,50,Laptop
2180,Basic,14,2022-11-10,2023-07-10,Italy,31,SmartTV
1811,Basic,10,2022-09-23,2023-07-06,UnitedStates,47,SmartTV
473,Standard,10,2022-07-27,2023-06-28,UnitedKingdom,46,Smartphone
1283,Basic,10,2022-08-17,2023-07-02,UnitedStates,33,Laptop
2251,Basic,13,2022-11-10,2023-07-09,France,51,Laptop
980,Basic,11,2022-10-09,2023-07-03,Italy,29,SmartTV
18,Standard,12,2021-10-18,2023-06-24,Mexico,43,Smartphone
1027,Basic,12,2022-07-02,2023-07-01,Spain,28,Tablet
727,Basic,11,2022-08-04,2023-06-29,Spain,32,Laptop
2261,Basic,10,2022-09-25,2023-07-10,UnitedStates,40,Tablet
2453,Standard,15,2022-11-06,2023-07-11,UnitedStates,48,Smartphone
630,Basic,15,2022-10-06,2023-06-30,Germany,32,SmartTV
764,Basic,15,2022-09-18,2023-07-03,Australia,28,SmartTV
2415,Standard,14,2022-07-22,2023-07-11,Germany,37,SmartTV
2207,Basic,13,2022-07-13,2023-07-10,Brazil,39,Laptop
650,Basic,15,2022-08-16,2023-06-29,Italy,28,SmartTV
2385,Basic,14,2022-11-08,2023-07-11,Germany,30,Tablet
1130,Basic,14,2022-11-08,2023-07-03,Italy,27,SmartTV
2013,Standard,10,2022-08-27,2023-07-08,Mexico,40,SmartTV
398,Standard,13,2022-07-15,2023-06-27,Mexico,51,Tablet
1140,Standard,10,2022-09-09,2023-07-03,Germany,31,SmartTV
628,Standard,10,2022-10-09,2023-07-01,UnitedKingdom,42,Smartphone
2047,Basic,11,2022-10-30,2023-07-09,Spain,42,Laptop
514,Standard,14,2022-07-07,2023-06-28,Spain,35,Tablet
540,Standard,10,2022-07-03,2023-06-29,Germany,40,Smartphone
230,Basic,12,2022-10-30,2023-06-26,Italy,51,Laptop
48,Standard,12,2021-09-15,2023-06-24,Mexico,32,Tablet
1272,Basic,13,2022-11-05,2023-07-04,Canada,27,Smartphone
1542,Basic,11,2022-10-21,2023-07-07,Canada,35,SmartTV
1893,Standard,10,2022-10-27,2023-07-07,Mexico,28,Smartphone
597,Basic,13,2022-06-27,2023-06-28,Canada,50,Laptop
408,Standard,13,2022-09-27,2023-06-27,Mexico,37,Tablet
1452,Basic,10,2022-08-08,2023-07-06,Canada,39,SmartTV
2499,Standard,13,2022-08-12,2023-07-12,Canada,48,Tablet
96,Premium,14,2022-07-26,2023-06-24,France,32,Laptop
775,Basic,11,2022-10-20,2023-06-28,UnitedStates,29,Tablet
2360,Basic,13,2022-08-14,2023-07-11,Italy,30,Tablet
1067,Basic,14,2022-10-20,2023-07-02,Brazil,32,Tablet
737,Basic,15,2022-07-02,2023-06-30,Brazil,43,Tablet
1268,Standard,13,2022-11-02,2023-07-04,UnitedStates,42,Laptop
2169,Premium,12,2022-10-22,2023-07-08,Canada,47,Tablet
180,Basic,14,2022-09-26,2023-06-25,Italy,36,Laptop
563,Standard,10,2022-09-24,2023-06-29,UnitedStates,34,Tablet
1507,Standard,15,2022-06-30,2023-07-04,Spain,28,Tablet
531,Premium,14,2022-06-15,2023-06-27,Spain,30,Laptop
550,Basic,11,2022-09-06,2023-06-27,UnitedStates,29,Tablet
1906,Premium,11,2022-10-28,2023-07-09,France,28,Tablet
2485,Premium,14,2022-07-25,2023-07-12,UnitedStates,47,Tablet
1635,Basic,12,2022-08-15,2023-07-07,Germany,33,Tablet
1905,Basic,15,2022-10-31,2023-07-06,Germany,36,Tablet
2430,Basic,10,2022-08-13,2023-07-11,Germany,44,Tablet
1778,Standard,11,2022-07-29,2023-07-09,UnitedStates,42,Tablet
1640,Basic,13,2022-07-19,2023-07-06,Italy,42,SmartTV
2247,Basic,15,2022-11-09,2023-07-10,Canada,30,Tablet
1860,Basic,10,2022-07-03,2023-07-09,Germany,42,Laptop
1766,Premium,12,2022-10-07,2023-07-08,UnitedStates,34,SmartTV
1457,Basic,10,2022-08-31,2023-07-05,Brazil,36,Laptop
357,Basic,15,2022-10-18,2023-06-26,Brazil,39,Smartphone
944,Standard,10,2022-06-24,2023-07-02,Australia,50,Tablet
1941,Premium,13,2022-08-16,2023-07-07,Spain,29,SmartTV
1099,Premium,13,2022-07-08,2023-07-02,Spain,51,Laptop
690,Standard,15,2022-09-05,2023-06-30,Germany,36,Laptop
1212,Premium,13,2022-08-21,2023-07-04,Canada,40,Tablet
30,Basic,10,2023-05-17,2023-06-22,Italy,42,Smartphone
1580,Basic,15,2022-06-26,2023-07-08,Italy,51,SmartTV
1017,Basic,10,2022-06-26,2023-07-02,Canada,29,Smartphone
225,Basic,14,2022-10-11,2023-06-27,Germany,48,Smartphone
1975,Basic,11,2022-11-04,2023-07-07,UnitedStates,40,Tablet
2368,Standard,14,2022-09-19,2023-07-11,UnitedKingdom,50,Laptop
1042,Basic,14,2022-09-10,2023-07-02,Spain,35,Tablet
380,Basic,15,2022-08-05,2023-06-27,Italy,27,SmartTV
1854,Standard,14,2022-07-16,2023-07-08,Canada,46,Laptop
1075,Basic,11,2022-08-06,2023-07-03,UnitedStates,43,SmartTV
321,Premium,12,2022-06-22,2023-06-27,UnitedStates,33,Smartphone
962,Basic,12,2022-07-29,2023-07-01,Brazil,43,Laptop
2225,Basic,13,2022-09-02,2023-07-12,Italy,45,SmartTV
2011,Premium,10,2022-08-15,2023-07-07,France,28,Tablet
921,Premium,14,2022-11-09,2023-07-01,Spain,27,SmartTV
1697,Basic,11,2022-10-06,2023-07-07,Brazil,47,Tablet
2098,Standard,15,2022-10-18,2023-07-10,UnitedKingdom,29,Tablet
676,Basic,11,2022-06-13,2023-06-29,France,31,Smartphone
1406,Premium,10,2022-10-30,2023-07-07,UnitedStates,33,SmartTV
53,Standard,12,2022-01-13,2023-06-27,UnitedKingdom,41,Laptop
51,Premium,15,2023-02-27,2023-06-22,UnitedStates,30,SmartTV
946,Premium,14,2022-06-28,2023-07-01,France,43,Laptop
1163,Standard,13,2022-06-22,2023-07-03,UnitedStates,47,SmartTV
2416,Premium,14,2022-07-19,2023-07-13,France,44,Tablet
977,Premium,11,2022-10-07,2023-06-30,Brazil,45,Laptop
370,Basic,11,2022-10-22,2023-06-29,Italy,46,Smartphone
1254,Standard,14,2022-09-30,2023-07-04,Canada,49,Tablet
1486,Premium,14,2022-10-15,2023-07-05,France,31,Smartphone
1607,Basic,15,2022-10-09,2023-07-07,Brazil,41,Smartphone
1029,Standard,10,2022-07-07,2023-07-02,Canada,47,Smartphone
2244,Premium,10,2022-11-05,2023-07-12,Canada,40,SmartTV
444,Premium,10,2022-06-25,2023-06-28,Australia,50,Smartphone
192,Basic,14,2022-06-26,2023-06-27,Canada,50,Smartphone
2406,Premium,13,2022-08-30,2023-07-15,Spain,35,SmartTV
788,Standard,12,2022-09-13,2023-06-30,UnitedStates,45,Tablet
1313,Standard,10,2022-08-09,2023-07-02,UnitedStates,39,SmartTV
93,Standard,12,2022-02-05,2023-06-26,UnitedKingdom,35,Smartphone
2365,Basic,11,2022-09-06,2023-07-13,UnitedStates,47,Smartphone
633,Standard,12,2022-09-28,2023-06-29,Mexico,41,Smartphone
1209,Standard,11,2022-09-22,2023-07-02,Canada,29,Tablet
1135,Premium,13,2022-10-23,2023-07-02,UnitedStates,36,Laptop
997,Basic,14,2022-10-18,2023-07-02,Spain,51,Tablet
1801,Basic,12,2022-08-14,2023-07-06,France,46,Tablet
2213,Standard,15,2022-07-15,2023-07-09,UnitedStates,44,Tablet
467,Basic,10,2022-06-22,2023-06-26,Brazil,47,Laptop
1515,Standard,10,2022-07-03,2023-07-04,Germany,32,SmartTV
428,Standard,12,2022-11-17,2023-06-28,Mexico,45,Smartphone
2208,Standard,13,2022-07-13,2023-07-12,Mexico,44,Laptop
1880,Basic,15,2022-09-18,2023-07-10,Italy,29,SmartTV
524,Premium,15,2022-06-06,2023-06-28,Australia,31,Tablet
2177,Premium,15,2022-11-08,2023-07-09,Brazil,42,Tablet
1028,Standard,12,2022-07-04,2023-07-01,UnitedStates,47,Tablet
647,Basic,15,2022-10-25,2023-06-28,Brazil,32,SmartTV
1122,Basic,11,2022-10-14,2023-07-02,Canada,37,Smartphone
754,Standard,11,2022-08-10,2023-06-29,Spain,41,Laptop
2434,Standard,11,2022-08-28,2023-07-11,Spain,42,SmartTV
2378,Standard,11,2022-10-22,2023-07-11,UnitedStates,51,SmartTV
223,Standard,12,2023-01-08,2023-06-25,UnitedKingdom,34,Smartphone
620,Basic,11,2022-09-05,2023-06-27,Italy,41,Smartphone
1417,Basic,13,2022-09-28,2023-07-05,Spain,43,Tablet
1582,Standard,14,2022-06-28,2023-07-08,Spain,50,SmartTV
538,Standard,14,2022-06-19,2023-06-28,UnitedKingdom,40,Tablet
404,Premium,13,2022-08-01,2023-06-28,Australia,28,Smartphone
2236,Premium,11,2022-10-16,2023-07-10,France,47,SmartTV
2006,Premium,13,2022-07-16,2023-07-10,UnitedStates,41,Laptop
359,Premium,11,2022-11-20,2023-06-26,Spain,41,Smartphone
575,Basic,13,2022-10-25,2023-06-28,Italy,38,SmartTV
887,Basic,12,2022-06-26,2023-06-30,Brazil,38,Laptop
670,Basic,10,2022-06-08,2023-06-29,UnitedStates,38,SmartTV
2161,Premium,10,2022-09-27,2023-07-09,France,48,Smartphone
418,Standard,14,2022-10-21,2023-06-27,Mexico,47,SmartTV
1705,Basic,14,2022-08-17,2023-07-07,UnitedStates,31,Tablet
328,Standard,12,2022-07-26,2023-06-27,Mexico,45,Tablet
2443,Standard,13,2022-10-10,2023-07-13,UnitedKingdom,28,Laptop
14,Basic,10,2022-08-01,2023-06-26,Australia,27,Smartphone
440,Basic,11,2022-10-10,2023-06-29,Italy,47,Tablet
2270,Basic,14,2022-07-27,2023-07-14,Italy,30,SmartTV
1294,Premium,11,2022-06-30,2023-07-04,Spain,51,Smartphone
57,Basic,10,2022-10-01,2023-06-25,Brazil,46,Laptop
1613,Standard,15,2022-10-23,2023-07-06,UnitedStates,40,Smartphone
827,Premium,15,2022-08-20,2023-06-30,Brazil,34,Smartphone
1008,Standard,10,2022-07-15,2023-07-02,Mexico,34,Smartphone
1868,Standard,14,2022-08-01,2023-07-08,UnitedStates,38,Tablet
1078,Standard,14,2022-07-17,2023-07-02,UnitedKingdom,27,Laptop
2070,Basic,10,2022-07-11,2023-07-09,Germany,35,Smartphone
345,Basic,10,2022-08-08,2023-06-25,Germany,48,SmartTV
2220,Basic,15,2022-08-11,2023-07-11,Germany,41,Smartphone
2163,Standard,13,2022-10-10,2023-07-11,Mexico,48,SmartTV
1567,Basic,13,2022-07-26,2023-07-04,Spain,38,Smartphone
1929,Standard,12,2022-07-08,2023-07-07,Canada,33,Smartphone
2103,Standard,14,2022-11-01,2023-07-07,Mexico,32,Laptop
1309,Standard,13,2022-07-17,2023-07-02,Spain,37,Tablet
783,Standard,13,2022-11-01,2023-06-29,Mexico,37,Laptop
994,Premium,11,2022-10-31,2023-07-02,Spain,45,Tablet
1236,Premium,15,2022-07-01,2023-07-02,Spain,35,Tablet
1677,Basic,14,2022-10-11,2023-07-08,Canada,30,Tablet
1916,Premium,13,2022-08-13,2023-07-08,UnitedStates,40,Tablet
723,Standard,10,2022-08-01,2023-06-30,Mexico,40,Smartphone
2322,Basic,15,2022-11-12,2023-07-11,Canada,37,SmartTV
566,Premium,11,2022-10-11,2023-07-01,UnitedStates,45,Tablet
155,Basic,14,2022-11-18,2023-06-27,Germany,28,Tablet
1679,Premium,14,2022-10-16,2023-07-06,Australia,48,Tablet
1937,Basic,14,2022-07-16,2023-07-07,Brazil,32,SmartTV
134,Premium,15,2022-11-05,2023-06-25,Australia,32,Tablet
2003,Standard,11,2022-07-10,2023-07-08,UnitedStates,41,Tablet
1818,Standard,15,2022-10-14,2023-07-10,Mexico,45,SmartTV
1368,Standard,14,2022-06-27,2023-07-03,Mexico,31,Laptop
995,Basic,14,2022-10-28,2023-07-01,Italy,42,Tablet
1910,Basic,15,2022-09-17,2023-07-08,Italy,35,Smartphone
135,Basic,13,2022-07-18,2023-06-26,Germany,47,SmartTV
1623,Standard,12,2022-11-03,2023-07-06,Mexico,29,Laptop
1474,Premium,12,2022-10-26,2023-07-05,Spain,31,Laptop
1329,Standard,11,2022-10-11,2023-07-04,Canada,29,Laptop
1200,Basic,12,2022-11-04,2023-07-06,Germany,36,Smartphone
2379,Standard,11,2022-10-25,2023-07-09,Canada,47,Smartphone
1466,Premium,13,2022-10-07,2023-07-06,UnitedStates,30,SmartTV
2298,Standard,12,2022-09-18,2023-07-10,Mexico,32,Tablet
696,Premium,15,2022-09-29,2023-07-01,Spain,31,Tablet
585,Basic,14,2022-07-16,2023-06-29,Germany,41,Laptop
2089,Standard,10,2022-09-19,2023-07-11,Spain,29,Tablet
1006,Premium,10,2022-07-31,2023-07-03,France,51,SmartTV
1321,Premium,13,2022-09-15,2023-07-04,France,50,Tablet
2224,Premium,10,2022-08-24,2023-07-10,Spain,33,Tablet
1162,Basic,10,2022-06-21,2023-07-02,Spain,51,SmartTV
214,Standard,13,2022-06-30,2023-06-28,Australia,43,Laptop
530,Basic,14,2022-06-22,2023-06-28,Italy,49,SmartTV
1665,Standard,11,2022-08-25,2023-07-05,Germany,37,Smartphone
350,Basic,10,2022-11-02,2023-06-28,Italy,44,Smartphone
2194,Premium,14,2022-09-12,2023-07-12,Spain,36,SmartTV
1847,Basic,10,2022-08-02,2023-07-07,Brazil,31,Smartphone
2074,Premium,14,2022-07-13,2023-07-09,Spain,44,Smartphone
1131,Premium,14,2022-11-09,2023-07-02,Spain,34,Laptop
416,Premium,10,2022-09-02,2023-06-26,France,28,Tablet
561,Premium,14,2022-09-30,2023-06-28,Spain,29,Laptop
2432,Basic,11,2022-08-19,2023-07-14,Brazil,28,Tablet
931,Premium,13,2022-08-13,2023-07-02,France,33,Laptop
2318,Standard,11,2022-11-11,2023-07-12,UnitedStates,34,SmartTV
1649,Premium,15,2022-06-27,2023-07-05,Australia,30,Tablet
307,Standard,11,2022-07-08,2023-06-28,Brazil,29,SmartTV
2460,Basic,15,2022-11-12,2023-07-13,Germany,35,SmartTV
131,Premium,15,2022-10-06,2023-06-23,UnitedStates,47,Laptop
852,Basic,12,2022-11-08,2023-07-01,Canada,47,Laptop
378,Standard,14,2022-08-13,2023-06-27,Mexico,47,Laptop
1999,Premium,13,2022-07-08,2023-07-08,Spain,46,SmartTV
1789,Standard,14,2022-06-30,2023-07-07,Spain,47,Tablet
1863,Standard,11,2022-07-05,2023-07-06,Mexico,35,Smartphone
1739,Basic,10,2022-09-16,2023-07-05,Australia,35,Smartphone
1154,Premium,10,2022-06-30,2023-07-03,Australia,32,Laptop
424,Premium,12,2022-09-18,2023-06-29,Australia,28,Tablet
1399,Premium,12,2022-10-12,2023-07-04,Spain,31,SmartTV
2019,Premium,10,2022-09-18,2023-07-10,Canada,32,Laptop
1232,Basic,11,2022-06-22,2023-07-03,Brazil,42,Smartphone
715,Basic,12,2022-10-28,2023-06-29,UnitedStates,43,Laptop
712,Basic,13,2022-11-08,2023-07-01,Spain,45,Tablet
1403,Standard,14,2022-10-23,2023-07-05,UnitedStates,48,Laptop
1622,Basic,12,2022-11-05,2023-07-05,Brazil,45,SmartTV
2032,Standard,10,2022-10-27,2023-07-09,Spain,45,SmartTV
1870,Basic,14,2022-08-13,2023-07-09,UnitedStates,29,Tablet
2424,Standard,14,2022-07-20,2023-07-14,Canada,41,Laptop
414,Premium,14,2022-08-21,2023-06-27,Australia,47,Laptop
2302,Basic,11,2022-10-05,2023-07-10,Spain,30,Smartphone
1362,Premium,13,2022-07-02,2023-07-04,Canada,44,Laptop
2396,Basic,10,2022-10-31,2023-07-13,UnitedStates,45,Smartphone
469,Premium,12,2022-06-29,2023-06-29,Spain,41,Tablet
68,Standard,12,2021-11-09,2023-06-24,Mexico,33,Tablet
426,Premium,15,2022-10-05,2023-06-30,France,35,Laptop
2438,Standard,12,2022-09-23,2023-07-11,UnitedStates,49,SmartTV
1979,Premium,15,2022-09-28,2023-07-08,Australia,51,Smartphone
1547,Basic,13,2022-11-01,2023-07-05,Brazil,35,Smartphone
1304,Premium,11,2022-06-28,2023-07-03,Australia,48,Laptop
1472,Basic,14,2022-10-21,2023-07-06,Brazil,28,Laptop
1589,Basic,11,2022-07-28,2023-07-06,Australia,27,Tablet
539,Basic,12,2022-07-02,2023-06-29,Australia,30,Tablet
794,Standard,12,2022-08-02,2023-06-30,Australia,32,SmartTV
971,Basic,10,2022-09-05,2023-07-01,UnitedStates,36,Tablet
581,Premium,10,2022-08-02,2023-06-29,UnitedStates,29,Laptop
1485,Basic,15,2022-10-27,2023-07-04,Germany,37,Laptop
1713,Standard,12,2022-07-16,2023-07-06,Mexico,31,Tablet
1554,Standard,14,2022-10-30,2023-07-06,Canada,30,Laptop
562,Basic,14,2022-09-19,2023-06-30,Spain,37,Laptop
481,Premium,12,2022-09-04,2023-06-26,UnitedStates,36,SmartTV
156,Premium,15,2022-08-19,2023-06-25,France,47,Smartphone
1503,Standard,10,2022-07-02,2023-07-05,Mexico,29,Laptop
1359,Standard,13,2022-07-09,2023-07-05,Canada,35,Laptop
22,Basic,10,2022-07-22,2023-06-28,Canada,34,Smartphone
2037,Premium,13,2022-11-06,2023-07-07,Canada,41,SmartTV
2281,Premium,14,2022-07-14,2023-07-10,France,46,Tablet
479,Premium,13,2022-09-04,2023-06-27,Spain,38,Smartphone
714,Premium,15,2022-10-30,2023-06-29,Canada,29,Tablet
1596,Premium,13,2022-08-27,2023-07-06,Spain,36,Laptop
1760,Basic,15,2022-11-06,2023-07-07,Italy,35,Tablet
2052,Basic,11,2022-09-22,2023-07-09,Canada,39,SmartTV
459,Standard,10,2022-07-19,2023-06-27,Spain,46,Tablet
253,Standard,15,2022-05-21,2023-06-25,UnitedKingdom,45,Tablet
1449,Standard,14,2022-07-24,2023-07-04,Canada,38,Laptop
2442,Basic,11,2022-10-08,2023-07-12,Canada,36,Smartphone
1125,Basic,15,2022-10-19,2023-07-02,Germany,46,Tablet
673,Standard,15,2022-06-09,2023-06-27,UnitedKingdom,37,Smartphone
2095,Basic,10,2022-10-13,2023-07-08,UnitedStates,38,SmartTV
1976,Premium,13,2022-10-19,2023-07-09,UnitedStates,37,Tablet
1750,Basic,15,2022-10-21,2023-07-07,UnitedStates,28,Smartphone
547,Basic,10,2022-09-05,2023-06-27,Spain,39,Tablet
1832,Basic,11,2022-11-05,2023-07-09,Brazil,48,Smartphone
1282,Standard,12,2022-08-22,2023-07-05,Spain,43,Tablet
256,Premium,12,2022-05-30,2023-06-26,France,34,Tablet
2390,Basic,11,2022-11-11,2023-07-12,Italy,33,Smartphone
1624,Premium,13,2022-10-31,2023-07-07,Spain,35,Smartphone
342,Basic,11,2022-08-09,2023-06-26,Canada,41,Laptop
1784,Premium,13,2022-07-16,2023-07-07,Australia,36,Tablet
1822,Basic,15,2022-10-24,2023-07-09,Spain,29,Tablet
337,Basic,13,2022-10-11,2023-06-27,Brazil,36,Laptop
845,Basic,12,2022-10-19,2023-06-29,Italy,49,Smartphone
457,Standard,14,2022-06-29,2023-06-28,Brazil,40,SmartTV
1773,Standard,12,2022-09-07,2023-07-06,Mexico,37,Tablet
118,Standard,12,2022-08-07,2023-06-27,Mexico,33,Smartphone
1096,Premium,15,2022-06-30,2023-07-02,France,28,Smartphone
2332,Standard,10,2022-10-15,2023-07-10,Spain,30,SmartTV
792,Basic,12,2022-08-11,2023-06-30,Canada,45,SmartTV
126,Premium,13,2022-09-21,2023-06-23,France,45,Laptop
1358,Basic,13,2022-07-09,2023-07-04,UnitedStates,44,Tablet
1643,Standard,11,2022-07-16,2023-07-05,UnitedStates,42,Tablet
1690,Basic,13,2022-11-05,2023-07-07,UnitedStates,42,Laptop
1447,Basic,11,2022-07-13,2023-07-05,Spain,36,Tablet
484,Standard,13,2022-08-25,2023-06-28,Australia,40,Smartphone
234,Standard,14,2022-05-26,2023-06-27,Australia,44,Laptop
1722,Basic,13,2022-07-01,2023-07-08,Canada,31,Tablet
464,Basic,13,2022-06-03,2023-06-28,Australia,45,Laptop
1470,Basic,10,2022-10-15,2023-07-06,Germany,27,Tablet
1262,Basic,12,2022-10-16,2023-07-03,Brazil,46,SmartTV
1189,Standard,12,2022-10-11,2023-07-03,Spain,33,Smartphone
2113,Standard,11,2022-11-07,2023-07-10,UnitedKingdom,44,Tablet
2428,Standard,12,2022-08-06,2023-07-15,UnitedKingdom,30,Tablet
945,Basic,13,2022-06-26,2023-06-29,Germany,39,Laptop
429,Standard,14,2022-11-18,2023-06-26,Spain,51,Laptop
1145,Basic,11,2022-08-09,2023-07-03,Italy,46,SmartTV
1394,Standard,11,2022-10-02,2023-07-04,Australia,30,Tablet
1285,Premium,10,2022-08-06,2023-07-04,UnitedStates,39,SmartTV
185,Basic,11,2022-05-12,2023-06-25,Germany,47,Tablet
42,Basic,10,2022-06-15,2023-06-28,Canada,40,Smartphone
367,Basic,13,2022-10-23,2023-06-25,Brazil,32,Laptop
519,Premium,10,2022-08-06,2023-06-28,Canada,43,Smartphone
1456,Premium,14,2022-08-27,2023-07-06,France,31,Laptop
1442,Basic,10,2022-06-26,2023-07-06,Brazil,29,SmartTV
2125,Basic,14,2022-09-05,2023-07-09,UnitedStates,41,Smartphone
699,Standard,13,2022-10-07,2023-06-30,Canada,32,Smartphone
2369,Standard,11,2022-09-24,2023-07-13,Australia,40,Smartphone
170,Basic,14,2023-01-12,2023-06-25,Italy,32,Laptop
442,Basic,12,2022-07-01,2023-06-27,Canada,30,Laptop
2066,Premium,15,2022-07-12,2023-07-10,UnitedStates,48,Laptop
1525,Basic,14,2022-08-24,2023-07-04,UnitedStates,50,Tablet
677,Premium,13,2022-06-17,2023-06-28,Brazil,36,SmartTV
312,Premium,12,2022-05-27,2023-06-26,Canada,50,Laptop
1874,Premium,14,2022-08-25,2023-07-09,Australia,50,Smartphone
904,Standard,12,2022-09-27,2023-07-03,Spain,37,Tablet
669,Premium,13,2022-06-19,2023-06-28,Canada,27,Tablet
1250,Basic,10,2022-09-08,2023-07-04,Italy,44,Smartphone
1104,Standard,10,2022-08-09,2023-07-03,Canada,37,SmartTV
216,Premium,14,2022-10-08,2023-06-24,France,51,SmartTV
1079,Premium,12,2022-07-09,2023-07-02,Australia,49,Tablet
353,Standard,14,2022-08-10,2023-06-26,UnitedKingdom,34,Smartphone
454,Standard,15,2022-05-28,2023-06-28,Australia,51,Tablet
2216,Premium,15,2022-07-21,2023-07-11,UnitedStates,45,SmartTV
1251,Premium,10,2022-09-14,2023-07-03,Spain,28,Tablet
1927,Basic,13,2022-07-07,2023-07-08,Spain,43,SmartTV
1971,Premium,13,2022-11-08,2023-07-06,Spain,43,Laptop
1777,Basic,12,2022-08-06,2023-07-06,Spain,31,Tablet
1220,Basic,13,2022-07-01,2023-07-03,Italy,28,SmartTV
2457,Basic,11,2022-11-12,2023-07-10,Canada,48,Tablet
1552,Basic,12,2022-11-02,2023-07-05,Spain,31,Tablet
2112,Premium,15,2022-11-09,2023-07-10,Canada,39,SmartTV
1110,Basic,13,2022-09-05,2023-07-04,Germany,41,Tablet
1498,Standard,15,2022-07-14,2023-07-05,UnitedKingdom,44,Smartphone
536,Basic,10,2022-06-14,2023-06-29,UnitedStates,28,SmartTV
622,Basic,12,2022-08-29,2023-06-28,Spain,35,Smartphone
703,Standard,14,2022-09-27,2023-06-30,UnitedKingdom,35,Laptop
1915,Basic,10,2022-09-13,2023-07-08,UnitedStates,42,Smartphone
441,Premium,13,2022-10-05,2023-06-28,UnitedStates,48,Laptop
1828,Standard,14,2022-11-05,2023-07-07,UnitedKingdom,46,Laptop
1606,Premium,15,2022-10-08,2023-07-07,France,35,Smartphone
1588,Standard,15,2022-07-25,2023-07-07,UnitedKingdom,43,Tablet
1482,Basic,13,2022-11-04,2023-07-05,Canada,45,Smartphone
2038,Standard,11,2022-11-07,2023-07-10,UnitedKingdom,37,Smartphone
873,Standard,10,2022-06-22,2023-07-01,Mexico,42,SmartTV
936,Premium,15,2022-07-18,2023-07-02,Spain,29,Tablet
1146,Premium,12,2022-08-04,2023-07-04,Spain,46,Smartphone
2317,Basic,14,2022-11-10,2023-07-10,Spain,49,SmartTV
1754,Premium,10,2022-10-29,2023-07-07,Australia,42,SmartTV
1196,Basic,13,2022-10-24,2023-07-03,UnitedStates,29,Tablet
2148,Standard,12,2022-07-25,2023-07-11,Mexico,31,Tablet
759,Standard,14,2022-09-05,2023-06-29,Canada,37,SmartTV
1866,Premium,12,2022-07-13,2023-07-10,Spain,42,Laptop
1617,Basic,11,2022-11-04,2023-07-05,Canada,50,Tablet
880,Basic,11,2022-06-11,2023-06-30,UnitedStates,31,SmartTV
894,Premium,13,2022-08-03,2023-07-01,Canada,50,SmartTV
113,Standard,15,2022-05-07,2023-06-26,UnitedKingdom,37,Tablet
1398,Standard,12,2022-10-10,2023-07-04,Mexico,43,SmartTV
2215,Basic,13,2022-07-18,2023-07-09,UnitedStates,42,Smartphone
338,Standard,12,2022-10-15,2023-06-27,Mexico,33,Tablet
291,Premium,13,2022-12-04,2023-06-27,UnitedStates,29,Tablet
1428,Standard,12,2022-07-12,2023-07-05,Mexico,40,SmartTV
586,Premium,15,2022-08-06,2023-06-29,France,51,Laptop
1416,Premium,11,2022-10-18,2023-07-05,Spain,31,SmartTV
2384,Premium,14,2022-11-07,2023-07-12,Australia,30,SmartTV
